species,log_svl_mm,repro_mode
Anguis_colchica,5.669881,Viviparous
Anguis_fragilis,5.673323,Viviparous
Anguis_graeca,5.402677,Viviparous
Anguis_veronensis,5.451038,Viviparous
Anniella_geronimensis,5.105945,Viviparous
Anniella_pulchra,5.192957,Viviparous
Barisia_ciliaris,5.062595,Viviparous
Barisia_herrerae,4.828314,Viviparous
Barisia_imbricata,5.064492,Viviparous
Barisia_rudicollis,4.844187,Viviparous
Celestus_anelpistus,5.652489,Viviparous
Celestus_darlingtoni,4.442651,Viviparous
Celestus_warreni,5.652489,Viviparous
Celestus_crusculus,4.521789,Viviparous
NA,4.442651,Viviparous
Celestus_badius,4.644391,Viviparous
Celestus_stenurus,5.147494,Viviparous
Diploglossus_delasagra,4.795791,Oviparous
Diploglossus_garridoi,4.634729,Oviparous
Diploglossus_lessonae,5.087596,Oviparous
Diploglossus_millepunctatus,5.634790,Viviparous
Diploglossus_monotropis,5.370638,Oviparous
Diploglossus_nigropunctatus,4.795791,Oviparous
Diploglossus_pleii,5.075174,Oviparous
Dopasia_gracilis,5.857933,Oviparous
Dopasia_hainanensis,5.652489,Oviparous
Dopasia_harti,5.655992,Oviparous
Dopasia_sokolovi,5.170484,Oviparous
Elgaria_coerulea,4.912655,Viviparous
Elgaria_kingii,4.941642,Oviparous
Elgaria_multicarinata,5.181784,Oviparous
Elgaria_panamintina,5.023881,Oviparous
Elgaria_paucicarinata,4.787492,Oviparous
Gerrhonotus_infernalis,5.318120,Oviparous
Gerrhonotus_liocephalus,5.313206,Oviparous
Gerrhonotus_lugoi,4.638605,Oviparous
Gerrhonotus_ophiurus,5.298317,Oviparous
Gerrhonotus_parvus,4.436752,Oviparous
Coloptychon_rhombifer,5.105945,Oviparous
NA,4.701389,Viviparous
NA,5.899623,Oviparous
NA,6.124683,Oviparous
NA,6.180017,Oviparous
Heloderma_horridum,6.253829,Oviparous
Heloderma_suspectum,5.891644,Oviparous
Ophisaurus_koellikeri,5.211124,Oviparous
Lanthanotus_borneensis,5.393628,Oviparous
Diploglossus_bilobatus,4.595120,Oviparous
Ophiodes_fragilis,5.703782,Viviparous
Ophiodes_intermedius,5.590987,Viviparous
Ophiodes_striatus,5.796058,Viviparous
Ophiodes_vertebralis,5.379897,Viviparous
Ophisaurus_attenuatus,5.883322,Oviparous
Ophisaurus_compressus,5.273000,Oviparous
Ophisaurus_mimicus,5.313206,Oviparous
Ophisaurus_ventralis,5.723585,Oviparous
Celestus_costatus,4.844187,Viviparous
Celestus_curtissi,4.609162,Viviparous
Pseudopus_apodus,6.413459,Oviparous
Celestus_sepsoides,4.356709,Viviparous
Shinisaurus_crocodilurus,5.108367,Viviparous
Diploglossus_atitlanensis,4.783316,Oviparous
Celestus_bivittatus,4.713127,Viviparous
Celestus_enneagrammus,4.744932,Viviparous
Diploglossus_legnotus,4.727388,Viviparous
Celestus_montanus,4.543295,Viviparous
Celestus_rozellae,4.634729,Viviparous
Varanus_acanthurus,5.521461,Oviparous
Varanus_albigularis,6.745236,Oviparous
Varanus_auffenbergi,5.521461,Oviparous
Varanus_beccarii,5.828946,Oviparous
Varanus_bengalensis,6.802395,Oviparous
Varanus_boehmei,5.703782,Oviparous
Varanus_bogerti,5.768321,Oviparous
Varanus_brevicauda,4.836282,Oviparous
Varanus_bushi,5.062595,Oviparous
Varanus_caerulivirens,5.991465,Oviparous
Varanus_caudolineatus,4.890349,Oviparous
Varanus_cumingi,6.396930,Oviparous
Varanus_doreanus,6.727432,Oviparous
Varanus_dumerilii,6.336826,Oviparous
Varanus_eremius,5.308268,Oviparous
Varanus_exanthematicus,6.620073,Oviparous
Varanus_finschi,5.913503,Oviparous
Varanus_flavescens,6.244167,Oviparous
Varanus_giganteus,6.856462,Oviparous
Varanus_gilleni,5.267858,Oviparous
Varanus_glauerti,5.521461,Oviparous
Varanus_glebopalma,5.983936,Oviparous
Varanus_gouldii,6.507278,Oviparous
Varanus_griseus,6.437752,Oviparous
Varanus_indicus,6.363028,Oviparous
Varanus_baritji,5.529429,Oviparous
Varanus_jobiensis,6.111467,Oviparous
Varanus_juxtindicus,6.222576,Oviparous
Varanus_keithhornei,5.652489,Oviparous
Varanus_kingorum,4.787492,Oviparous
Varanus_komodoensis,7.358831,Oviparous
Varanus_kordensis,5.598422,Oviparous
Varanus_lirungensis,5.872118,Oviparous
Varanus_mabitang,6.551080,Oviparous
Varanus_macraei,5.886104,Oviparous
Varanus_marmoratus,6.669498,Oviparous
Varanus_melinus,6.234411,Oviparous
Varanus_mertensi,6.327937,Oviparous
Varanus_mitchelli,5.846439,Oviparous
Varanus_nebulosus,6.620073,Oviparous
NA,6.234411,Oviparous
Varanus_niloticus,6.887553,Oviparous
Varanus_nuchalis,6.405228,Oviparous
Varanus_olivaceus,6.593045,Oviparous
Varanus_palawanensis,6.669498,Oviparous
Varanus_panoptes,6.606650,Oviparous
Varanus_pilbarensis,5.220356,Oviparous
Varanus_prasinus,5.736572,Oviparous
Varanus_primordius,5.247024,Oviparous
Varanus_rainerguentheri,6.214608,Oviparous
Varanus_reisingeri,5.703782,Oviparous
Varanus_rosenbergi,6.249975,Oviparous
Varanus_rudicollis,6.380123,Oviparous
Varanus_salvadorii,6.745236,Oviparous
Varanus_salvator,7.064759,Oviparous
Varanus_scalaris,5.590987,Oviparous
Varanus_semiremex,5.641907,Oviparous
Varanus_similis,5.521461,Oviparous
Varanus_spenceri,6.363028,Oviparous
Varanus_spinulosus,5.768321,Oviparous
Varanus_storri,4.934474,Oviparous
Varanus_telenesetes,5.379897,Oviparous
Varanus_timorensis,5.652489,Oviparous
Varanus_togianus,6.476972,Oviparous
Varanus_tristis,5.720312,Oviparous
NA,6.173786,Oviparous
Varanus_varius,6.639876,Oviparous
Varanus_yemenensis,6.380123,Oviparous
Varanus_yuwonoi,6.276643,Oviparous
Celestus_haetianus,4.624973,Viviparous
Xenosaurus_agrenon,4.787492,Viviparous
Xenosaurus_grandis,4.890349,Viviparous
NA,4.744932,Viviparous
Xenosaurus_mendozai,4.744932,Viviparous
Xenosaurus_newmanorum,4.882802,Viviparous
Xenosaurus_penai,4.718499,Viviparous
Xenosaurus_phalaroanthereon,4.867534,Viviparous
Xenosaurus_platyceps,4.812184,Viviparous
Xenosaurus_rackhami,4.787492,Viviparous
Xenosaurus_rectocollaris,4.709530,Viviparous
Xenosaurus_tzacualtipantecus,4.804021,Viviparous
Anelytropsis_papillosus,5.926926,Oviparous
Dibamus_alfredi,4.905275,Oviparous
Dibamus_novaeguineae,5.105945,Oviparous
Dibamus_taylori,5.129899,Oviparous
Aeluroscalabotes_felinus,4.804021,Oviparous
Afroedura_africana,4.158883,Oviparous
Afroedura_amatolica,4.094345,Oviparous
Afroedura_bogerti,3.988984,Oviparous
Afroedura_broadleyi,4.025352,Oviparous
NA,4.174387,Oviparous
NA,4.114147,Oviparous
Afroedura_halli,4.162003,Oviparous
Afroedura_hawequensis,4.418841,Oviparous
Afroedura_karroica,4.158883,Oviparous
Afroedura_langi,3.828641,Oviparous
Afroedura_leoloensis,3.701302,Oviparous
Afroedura_loveridgei,4.077537,Oviparous
Afroedura_major,4.330733,Oviparous
Afroedura_maripi,4.143135,Oviparous
Afroedura_marleyi,3.583519,Oviparous
Afroedura_nivaria,4.189655,Oviparous
Afroedura_pienaari,3.970292,Oviparous
Afroedura_pondolia,4.060443,Oviparous
Afroedura_transvaalica,4.290459,Oviparous
Afrogecko_porphyreus,3.955082,Oviparous
NA,4.317488,Oviparous
NA,4.218036,Oviparous
Agamura_persica,4.343805,Oviparous
Ailuronyx_seychellensis,4.753590,Oviparous
Ailuronyx_tachyscopaeus,4.442651,Oviparous
Ailuronyx_trachygaster,5.147494,Oviparous
Alsophylax_laevis,3.655840,Oviparous
Alsophylax_loricatus,3.711130,Oviparous
Alsophylax_pipiens,3.728100,Oviparous
Alsophylax_przewalskii,3.572346,Oviparous
Alsophylax_szczerbaki,3.490429,Oviparous
Alsophylax_tadjikiensis,3.433987,Oviparous
Altiphylax_baturensis,4.069027,Oviparous
Altiphylax_levitoni,3.804438,Oviparous
Altiphylax_stoliczkai,4.082609,Oviparous
Altiphylax_tokobajevi,3.901973,Oviparous
Amalosia_jacovae,4.120662,Oviparous
Amalosia_lesueurii,4.382027,Oviparous
Amalosia_obscura,4.127134,Oviparous
Amalosia_rhombifer,4.382027,Oviparous
Cnemaspis_africana,4.110874,Oviparous
Cnemaspis_alantika,3.860730,Oviparous
Cnemaspis_barbouri,3.737670,Oviparous
Cnemaspis_dickersonae,3.713572,Oviparous
Cnemaspis_elgonensis,4.025352,Oviparous
Cnemaspis_koehleri,3.912023,Oviparous
Cnemaspis_quattuorseriata,3.806662,Oviparous
NA,3.417727,Oviparous
Cnemaspis_spinicollis,4.007333,Oviparous
Aprasia_aurita,4.812184,Oviparous
Aprasia_haroldi,4.700480,Oviparous
Aprasia_inaurita,4.912655,Oviparous
Aprasia_parapulchella,5.017280,Oviparous
Aprasia_picturata,4.962845,Oviparous
Aprasia_pseudopulchella,5.043425,Oviparous
Aprasia_pulchella,4.890349,Oviparous
Aprasia_repens,4.852030,Oviparous
Aprasia_rostrata,4.836282,Oviparous
Aprasia_smithi,4.852030,Oviparous
Aprasia_striolata,4.955827,Oviparous
Aristelliger_barbouri,3.912023,Oviparous
Aristelliger_cochranae,4.265493,Oviparous
Aristelliger_expectatus,4.007333,Oviparous
Aristelliger_georgeensis,4.744932,Oviparous
Aristelliger_hechti,4.499810,Oviparous
Aristelliger_lar,5.010635,Oviparous
Aristelliger_praesignis,4.615121,Oviparous
Aristelliger_reyesi,4.152613,Oviparous
Asaccus_andersoni,4.212128,Oviparous
NA,3.526361,Oviparous
Asaccus_caudivolvulus,4.146304,Oviparous
Asaccus_elisae,4.174387,Oviparous
Asaccus_gallagheri,3.688879,Oviparous
NA,4.258446,Oviparous
Asaccus_granularis,4.251348,Oviparous
Asaccus_griseonotus,4.262680,Oviparous
Asaccus_iranicus,3.732896,Oviparous
Asaccus_kermanshahensis,4.019980,Oviparous
Asaccus_kurdistanensis,4.151040,Oviparous
NA,4.077537,Oviparous
Asaccus_montanus,3.688879,Oviparous
Asaccus_nasrullahi,4.248495,Oviparous
Asaccus_platyrhynchus,4.143135,Oviparous
Asaccus_tangestanensis,4.060443,Oviparous
Asaccus_zagrosicus,3.990834,Oviparous
Afrogecko_ansorgii,3.824284,Oviparous
NA,4.189655,Oviparous
NA,4.141546,Oviparous
NA,4.069027,Oviparous
NA,4.085976,Oviparous
NA,4.025352,Oviparous
Bavayia_crassicollis,4.454347,Oviparous
Bavayia_cyclura,4.276666,Oviparous
NA,4.085976,Oviparous
Bavayia_exsuccida,3.854394,Oviparous
Bavayia_geitaina,4.276666,Oviparous
Bavayia_goroensis,3.883624,Oviparous
NA,4.203199,Oviparous
NA,4.158883,Oviparous
NA,4.141546,Oviparous
Bavayia_montana,4.330733,Oviparous
Bavayia_nubila,4.209160,Oviparous
Bavayia_ornata,4.234107,Oviparous
Bavayia_pulchella,3.897924,Oviparous
NA,4.226834,Oviparous
Bavayia_robusta,4.510860,Oviparous
Bavayia_sauvagii,4.127134,Oviparous
Bavayia_septuiclavis,3.912023,Oviparous
NA,3.998201,Oviparous
NA,3.966511,Oviparous
Blaesodactylus_ambonihazo,4.691348,Oviparous
Blaesodactylus_antongilensis,4.574711,Oviparous
Blaesodactylus_boivini,5.049856,Oviparous
Blaesodactylus_sakalava,4.727388,Oviparous
Bunopus_blanfordii,4.127134,Oviparous
Bunopus_crassicauda,3.998201,Oviparous
Bunopus_tuberculatus,4.127134,Oviparous
Calodactylodes_aureus,4.488636,Oviparous
Calodactylodes_illingworthorum,4.605170,Oviparous
Carphodactylus_laevis,4.867534,Oviparous
Chatogekko_amazonicus,3.367296,Oviparous
Chondrodactylus_angulifer,4.727388,Oviparous
Chondrodactylus_bibronii,4.682131,Oviparous
Pachydactylus_laevigatus,4.624973,Oviparous
Chondrodactylus_turneri,4.553877,Oviparous
Christinus_alexanderi,4.248495,Oviparous
Christinus_guentheri,4.624973,Oviparous
Christinus_marmoratus,4.248495,Oviparous
NA,3.804438,Oviparous
Cnemaspis_affinis,3.927896,Oviparous
Cnemaspis_alwisi,3.686376,Oviparous
NA,3.499533,Oviparous
NA,3.718438,Oviparous
NA,3.538057,Oviparous
Cnemaspis_argus,4.189655,Oviparous
Cnemaspis_assamensis,3.502550,Oviparous
Cnemaspis_aurantiacopes,4.067316,Oviparous
Cnemaspis_australis,3.433987,Oviparous
Cnemaspis_baueri,4.210645,Oviparous
Cnemaspis_bayuensis,3.830813,Oviparous
Cnemaspis_bidongensis,4.062166,Oviparous
Cnemaspis_biocellata,3.693867,Oviparous
Cnemaspis_boulengerii,4.234107,Oviparous
NA,3.459466,Oviparous
Cnemaspis_caudanivea,3.871201,Oviparous
Cnemaspis_chanardi,3.691376,Oviparous
Cnemaspis_chanthaburiensis,3.747148,Oviparous
NA,3.899950,Oviparous
NA,3.380995,Oviparous
Cnemaspis_dringi,3.837299,Oviparous
NA,3.594569,Oviparous
Cnemaspis_flavolineata,3.843744,Oviparous
Cnemaspis_gemunu,3.526361,Oviparous
Cnemaspis_gracilis,3.493473,Oviparous
Cnemaspis_grismeri,3.923952,Oviparous
NA,3.543854,Oviparous
Cnemaspis_hangus,3.921973,Oviparous
Cnemaspis_heteropholis,3.808882,Oviparous
NA,3.730501,Oviparous
Cnemaspis_huaseesom,3.772761,Oviparous
Cnemaspis_indica,3.703768,Oviparous
NA,3.401197,Oviparous
NA,3.443618,Oviparous
Cnemaspis_jerdonii,3.761200,Oviparous
Cnemaspis_kallima,3.558201,Oviparous
Cnemaspis_kandiana,3.583519,Oviparous
NA,3.572346,Oviparous
Cnemaspis_kendallii,4.109233,Oviparous
NA,3.440418,Oviparous
NA,3.523415,Oviparous
Cnemaspis_kottiyoorensis,3.730501,Oviparous
Cnemaspis_kumarasinghei,3.453157,Oviparous
Cnemaspis_kumpoli,4.143135,Oviparous
NA,4.138361,Oviparous
Cnemaspis_limi,4.499810,Oviparous
NA,3.732896,Oviparous
Cnemaspis_littoralis,3.535145,Oviparous
NA,3.493473,Oviparous
Cnemaspis_mcguirei,4.177459,Oviparous
Cnemaspis_monachorum,3.558201,Oviparous
Cnemaspis_mumpuniae,4.109233,Oviparous
Cnemaspis_mysoriensis,3.496508,Oviparous
Cnemaspis_nairi,3.784190,Oviparous
NA,3.484312,Oviparous
NA,3.456317,Oviparous
Cnemaspis_nigridia,4.488636,Oviparous
Cnemaspis_nilagirica,3.850148,Oviparous
NA,3.493473,Oviparous
Cnemaspis_nuicamensis,3.875359,Oviparous
Cnemaspis_omari,3.720862,Oviparous
Cnemaspis_ornata,4.025352,Oviparous
Cnemaspis_otai,3.496508,Oviparous
NA,3.529297,Oviparous
Cnemaspis_pemanggilensis,4.330733,Oviparous
Cnemaspis_peninsularis,4.094345,Oviparous
Cnemaspis_perhentianensis,3.854394,Oviparous
Cnemaspis_podihuna,3.280911,Oviparous
Cnemaspis_pseudomcguirei,3.749504,Oviparous
Cnemaspis_psychedelica,4.321480,Oviparous
NA,3.288402,Oviparous
Cnemaspis_rammalensis,3.985273,Oviparous
NA,3.517498,Oviparous
Cnemaspis_roticanai,3.850148,Oviparous
NA,3.744787,Oviparous
Cnemaspis_scalpensis,3.613617,Oviparous
Cnemaspis_selamatkanmerapoh,3.770459,Oviparous
NA,3.529297,Oviparous
Cnemaspis_siamensis,3.737670,Oviparous
Cnemaspis_silvula,3.555348,Oviparous
Cnemaspis_sundainsula,4.436752,Oviparous
NA,3.594569,Oviparous
Cnemaspis_temiah,3.653252,Oviparous
NA,3.374169,Oviparous
Cnemaspis_tropidogaster,3.688879,Oviparous
NA,3.610918,Oviparous
NA,3.360375,Oviparous
Cnemaspis_upendrai,3.790985,Oviparous
NA,3.660994,Oviparous
Cnemaspis_wynadensis,3.740048,Oviparous
Cnemaspis_yercaudensis,3.401197,Oviparous
Coleodactylus_brachystoma,3.292126,Oviparous
Coleodactylus_meridionalis,3.417727,Oviparous
Coleodactylus_natalensis,3.178054,Oviparous
Coleodactylus_septentrionalis,3.465736,Oviparous
Coleonyx_brevis,4.198705,Oviparous
Coleonyx_elegans,4.787492,Oviparous
Coleonyx_fasciatus,4.330733,Oviparous
Coleonyx_mitratus,4.574711,Oviparous
Coleonyx_reticulatus,4.543295,Oviparous
Coleonyx_switaki,4.454347,Oviparous
Coleonyx_variegatus,4.343805,Oviparous
Correlophus_belepensis,4.602166,Oviparous
Correlophus_ciliatus,4.867534,Oviparous
Correlophus_sarasinorum,4.905275,Oviparous
NA,3.549617,Oviparous
NA,3.468856,Oviparous
NA,3.484312,Oviparous
Crenadactylus_ocellatus,3.610918,Oviparous
NA,3.360375,Oviparous
NA,3.487375,Oviparous
NA,3.526361,Oviparous
Crossobamon_eversmanni,4.248495,Oviparous
Crossobamon_orientalis,4.034241,Oviparous
Cryptactites_peringueyi,3.342862,Oviparous
Cyrtodactylus_adleri,4.226834,Oviparous
Cyrtodactylus_aequalis,4.500920,Oviparous
NA,4.462454,Oviparous
Cyrtodactylus_agusanensis,4.663439,Oviparous
Cyrtodactylus_albofasciatus,4.332048,Oviparous
Cyrtodactylus_angularis,4.553877,Oviparous
Cyrtodactylus_annandalei,4.012773,Oviparous
Cyrtodactylus_annulatus,4.388257,Oviparous
NA,4.770685,Oviparous
Cyrtodactylus_ayeyarwadyensis,4.356709,Oviparous
Cyrtodactylus_baluensis,4.584967,Oviparous
NA,4.343805,Oviparous
Cyrtopodion_battalense,4.280824,Oviparous
Cyrtodactylus_batucolus,4.320151,Oviparous
Cyrtodactylus_bintangrendah,4.753590,Oviparous
Cyrtodactylus_bintangtinggi,4.710431,Oviparous
Cyrtodactylus_biordinis,4.543295,Oviparous
Cyrtodactylus_boreoclivus,4.691348,Oviparous
Cyrtodactylus_brevidactylus,4.477337,Oviparous
Cyrtodactylus_brevipalmatus,4.304065,Oviparous
Cyrtodactylus_buchardi,4.174387,Oviparous
Cyrtodactylus_capreoloides,4.430817,Oviparous
Cyrtodactylus_cattienensis,4.234107,Oviparous
Cyrtodactylus_cavernicolus,4.394449,Oviparous
Cyrtodactylus_chanhomeae,4.366913,Oviparous
NA,3.862833,Oviparous
Cyrtodactylus_chrysopylos,4.428433,Oviparous
Cyrtodactylus_collegalensis,4.007333,Oviparous
Cyrtodactylus_condorensis,4.510860,Oviparous
Cyrtodactylus_consobrinus,4.828314,Oviparous
Cyrtodactylus_cryptus,4.527209,Oviparous
Cyrtodactylus_darmandvillei,4.634729,Oviparous
Cyrtopodion_dattanense,4.127134,Oviparous
Cyrtodactylus_deccanensis,4.442651,Oviparous
Cyrtodactylus_derongo,4.787492,Oviparous
Cyrtodactylus_dumnuii,4.433195,Oviparous
Cyrtodactylus_elok,4.440296,Oviparous
Cyrtodactylus_epiroticus,4.919981,Oviparous
NA,4.934474,Oviparous
Cyrtodactylus_erythrops,4.382027,Oviparous
Cyrtodactylus_fraenatus,4.605170,Oviparous
Cyrtodactylus_fumosus,4.477337,Oviparous
Cyrtodactylus_gansi,4.143135,Oviparous
NA,4.352855,Oviparous
NA,4.525044,Oviparous
Cyrtodactylus_hikidai,4.626932,Oviparous
Cyrtodactylus_huongsonensis,4.497585,Oviparous
NA,4.969813,Oviparous
Cyrtodactylus_huynhi,4.379524,Oviparous
Cyrtodactylus_ingeri,4.384524,Oviparous
Cyrtodactylus_interdigitalis,4.396915,Oviparous
Cyrtodactylus_intermedius,4.521789,Oviparous
Cyrtodactylus_irianjayaensis,5.147494,Oviparous
Cyrtodactylus_jarakensis,4.204693,Oviparous
Cyrtodactylus_jellesmae,4.369448,Oviparous
Cyrtodactylus_khasiensis,4.499810,Oviparous
Cyrtodactylus_kimberleyensis,3.891820,Oviparous
Cyrtodactylus_laevigatus,3.891820,Oviparous
Cyrtodactylus_langkawiensis,4.603168,Oviparous
Cyrtodactylus_lateralis,4.564348,Oviparous
Cyrtodactylus_leegrismeri,4.521789,Oviparous
Cyrtodactylus_lekaguli,4.639572,Oviparous
Cyrtodactylus_loriae,5.049856,Oviparous
Cyrtodactylus_louisiadensis,4.890349,Oviparous
Cyrtodactylus_macrotuberculatus,4.788325,Oviparous
Cyrtodactylus_majulah,4.226834,Oviparous
Cyrtodactylus_malayanus,4.768988,Oviparous
Cyrtodactylus_marmoratus,4.450853,Oviparous
Cyrtodactylus_martini,4.566429,Oviparous
Cyrtodactylus_martinstolli,4.406719,Oviparous
Cyrtodactylus_mcdonaldi,4.653960,Oviparous
Cyrtodactylus_mimikanus,4.634729,Oviparous
NA,4.304065,Oviparous
NA,4.328098,Oviparous
NA,4.359270,Oviparous
NA,4.166665,Oviparous
Cyrtodactylus_oldhami,4.430817,Oviparous
NA,4.527209,Oviparous
Cyrtodactylus_pageli,4.488636,Oviparous
Cyrtodactylus_papilionoides,4.532599,Oviparous
Cyrtodactylus_papuensis,4.297285,Oviparous
Cyrtodactylus_paradoxus,4.430817,Oviparous
Cyrtodactylus_payacola,4.215086,Oviparous
Cyrtodactylus_peguensis,4.442651,Oviparous
NA,4.234107,Oviparous
Cyrtodactylus_philippinicus,4.580877,Oviparous
Cyrtodactylus_phongnhakebangensis,4.648230,Oviparous
Cyrtodactylus_pseudoquadrivirgatus,4.471639,Oviparous
Cyrtodactylus_pubisulcus,4.343805,Oviparous
Cyrtodactylus_pulchellus,4.829912,Oviparous
Cyrtodactylus_quadrivirgatus,4.321480,Oviparous
Cyrtodactylus_redimiculus,4.545420,Oviparous
NA,5.147494,Oviparous
NA,3.966511,Oviparous
Cyrtodactylus_rubidus,4.382027,Oviparous
Cyrtodactylus_russelli,4.753590,Oviparous
Cyrtodactylus_sadleiri,4.477337,Oviparous
Cyrtodactylus_samroiyot,4.203199,Oviparous
Cyrtodactylus_semenanjungensis,4.264087,Oviparous
Cyrtodactylus_semiadii,3.852273,Oviparous
Cyrtodactylus_seribuatensis,4.317488,Oviparous
Cyrtodactylus_sermowaiensis,4.718499,Oviparous
Cyrtodactylus_soba,4.660605,Oviparous
NA,4.385770,Oviparous
Cyrtodactylus_spinosus,4.421247,Oviparous
NA,4.565389,Oviparous
Cyrtodactylus_sumonthai,4.390739,Oviparous
NA,4.650144,Oviparous
Cyrtodactylus_sworderi,4.383276,Oviparous
Cyrtodactylus_takouensis,4.395683,Oviparous
NA,3.858622,Oviparous
NA,4.571613,Oviparous
Cyrtodactylus_tebuensis,4.442651,Oviparous
Cyrtodactylus_thochuensis,4.457830,Oviparous
Cyrtodactylus_tibetanus,4.089332,Oviparous
Cyrtodactylus_tigroides,4.597138,Oviparous
Cyrtodactylus_tiomanensis,4.465908,Oviparous
Cyrtodactylus_triedrus,4.127134,Oviparous
Cyrtodactylus_tuberculatus,4.941642,Oviparous
NA,4.025352,Oviparous
Cyrtodactylus_wakeorum,4.158883,Oviparous
Cyrtodactylus_wayakonei,4.527209,Oviparous
Cyrtodactylus_yakhuna,3.951244,Oviparous
Cyrtodactylus_yangbayensis,4.525044,Oviparous
Cyrtodactylus_yoshii,4.639572,Oviparous
Cyrtopodion_agamuroides,3.912023,Oviparous
Cyrtopodion_fortmunroi,3.923952,Oviparous
Cyrtopodion_golubevi,4.077537,Oviparous
Cyrtopodion_hormozganum,3.828641,Oviparous
Cyrtopodion_indusoani,3.988984,Oviparous
Cyrtopodion_kachhense,4.007333,Oviparous
Cyrtopodion_kirmanense,3.931826,Oviparous
Cyrtopodion_kohsulaimanai,4.077537,Oviparous
Cyrtopodion_montiumsalsorum,3.891820,Oviparous
Cyrtopodion_potoharense,3.951244,Oviparous
Cyrtopodion_rhodocauda,4.158883,Oviparous
Cyrtopodion_rohtasfortai,4.048301,Oviparous
Cyrtopodion_scabrum,4.174387,Oviparous
Cyrtopodion_sistanense,4.043051,Oviparous
Cyrtopodion_watsoni,3.988984,Oviparous
Dactylocnemis_pacificus,4.605170,Viviparous
Delma_australis,4.532599,Oviparous
Delma_borea,4.605170,Oviparous
Delma_butleri,4.700480,Oviparous
Delma_concinna,4.718499,Oviparous
Delma_desmosa,4.543295,Oviparous
Delma_elegans,4.574711,Oviparous
Delma_fraseri,4.941642,Oviparous
Delma_grayii,4.828314,Oviparous
NA,4.442651,Oviparous
Delma_impar,4.753590,Oviparous
Delma_inornata,4.890349,Oviparous
Delma_labialis,4.848116,Oviparous
Delma_mitella,5.298317,Oviparous
Delma_molleri,4.709530,Oviparous
Delma_nasuta,4.718499,Oviparous
Delma_pax,4.634729,Oviparous
Delma_plebeia,4.804021,Oviparous
Delma_tealei,4.477337,Oviparous
Delma_tincta,4.521789,Oviparous
Delma_torquata,4.166665,Oviparous
Dierogekko_inexpectatus,3.683867,Oviparous
Dierogekko_insularis,3.723281,Oviparous
Dierogekko_kaalaensis,3.815512,Oviparous
Dierogekko_koniambo,3.761200,Oviparous
Dierogekko_nehoueensis,3.696351,Oviparous
Dierogekko_poumensis,3.653252,Oviparous
Dierogekko_thomaswhitei,3.804438,Oviparous
Dierogekko_validiclavis,3.864931,Oviparous
NA,4.097672,Oviparous
NA,4.204693,Oviparous
Diplodactylus_calcicolus,4.094345,Oviparous
Diplodactylus_capensis,4.197202,Oviparous
